"EmployeeID","Attrition","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","Age","BusinessTravel","Department","DistanceFromHome","Education","Gender","JobLevel","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager"
"866","No","1","3","3","4","3","35","Travel_Rarely","Sales","12","2","Female","2","Single","23180","3","19","8","0","10","4","5","0","4"
"867","No","4","3","3","3","3","39","Travel_Rarely","Sales","2","2","Female","1","Married","20080","2","12","8","0","11","3","7","7","6"
"868","No","1","4","4","3","4","29","Travel_Frequently","Research & Development","5","1","Female","1","Divorced","62440","1","22","8","0","6","3","6","1","3"
"869","No","3","3","3","1","3","50","Travel_Rarely","Research & Development","4","2","Female","1","Married","27990","4","12","8","1","27","0","1","0","0"
"870","No","4","3","3","3","3","23","Travel_Rarely","Research & Development","7","2","Female","3","Married","105520","2","11","8","0","4","2","2","2","2"
"871","No","1","1","3","3","3","36","Travel_Frequently","Sales","21","3","Male","2","Married","23290","3","15","8","0","9","2","3","0","2"
"872","No","4","4","3","3","3","42","Travel_Rarely","Research & Development","8","2","Female","5","Single","40140","8","13","8","1","24","3","1","0","1"
"873","No","2","3","2","3","3","35","Travel_Rarely","Sales","4","3","Female","2","Married","74030","1","12","8","1","10","4","10","6","8"
"874","No","4","3","2","3","3","34","Travel_Frequently","Research & Development","25","1","Female","1","Married","22590","1","14","8","0","8","2","8","7","7"
"875","No","4","1","3","3","3","40","Travel_Rarely","Research & Development","1","4","Male","2","Married","69320","1","13","8","0","5","5","5","1","2"
"876","No","4","2","3","4","4","43","Travel_Rarely","Research & Development","1","1","Male","1","Divorced","46780","5","25","8","1","8","0","6","0","2"
"877","No","3","4","2","2","3","35","Travel_Rarely","Sales","6","3","Female","3","Married","135820","1","17","8","1","1","3","1","0","1"
"878","No","4","1","1","3","3","46","Travel_Rarely","Research & Development","12","4","Male","1","Single","23320","1","11","8","0","27","2","26","0","12"
"879","Yes","3","2","3","3","3","28","Travel_Rarely","Human Resources","1","3","Female","2","Married","24130","1","16","8","1","1","2","1","0","0"
"880","No","2","3","2","2","3","22","Non-Travel","Sales","17","2","Male","3","Married","97050","1","18","8","2","4","3","4","1","3"
"881","No","2","3","3","2","4","50","Travel_Frequently","Research & Development","3","3","Male","2","Married","42940","2","20","8","0","32","2","30","12","13"
"882","No","2","4","3","3","3","32","Travel_Rarely","Research & Development","3","2","Male","3","Married","47210","3","14","8","1","6","3","3","0","2"
"883","No","2","4","2","3","4","44","Travel_Rarely","Research & Development","10","3","Male","3","Divorced","25190","0","21","8","2","23","2","22","1","10"
"884","No","2","2","2","3","3","30","Travel_Rarely","Research & Development","4","3","Female","1","Married","21210","1","13","8","1","6","2","6","1","1"
"885","No","3","1","3","3","3","45","Travel_Rarely","Sales","29","2","Female","2","Single","29730","1","12","8","0","10","2","10","1","4"
"886","No","1","1","3","2","3","45","Non-Travel","Sales","2","4","Male","2","Married","58550","1","14","8","1","10","3","10","4","5"
"887","No","4","1","3","3","4","31","Travel_Frequently","Research & Development","7","3","Male","2","Single","36170","7","21","8","1","10","5","5","0","3"
"888","No","3","3","3","3","3","36","Travel_Rarely","Research & Development","18","1","Male","2","Married","67250","9","17","8","1","7","3","3","1","1"
"889","No","3","4","3","2","3","34","Travel_Frequently","Sales","28","4","Male","5","Divorced","103250","1","11","8","1","9","3","9","7","2"
"890","No","3","1","2","3","3","49","Travel_Rarely","Research & Development","1","4","Male","3","Married","69490","1","14","8","1","10","2","9","1","4"
"891","No","2","1","3","3","3","39","Travel_Rarely","Research & Development","6","2","Male","3","Married","106090","2","17","8","1","10","2","7","7","7"
"892","No","4","1","3","3","3","27","Travel_Rarely","Research & Development","2","1","Male","4","Divorced","44470","1","13","8","0","7","4","7","0","7"
"893","No","2","1","3","2","4","35","Travel_Rarely","Research & Development","2","3","Female","2","Married","21570","1","25","8","0","16","1","16","1","10"
"894","No","2","1","2","3","3","28","Travel_Rarely","Research & Development","23","3","Male","3","Divorced","46010","0","15","8","2","6","2","5","0","0"
"895","No","3","4","3","3","3","21","Travel_Rarely","Research & Development","3","1","Female","1","Single","170990","1","14","8","1","3","2","2","2","2"
"896","Yes","2","4","4","2","3","18","Travel_Frequently","Research & Development","3","5","Male","1","Single","24790","1","12","8","1","0","2","0","0","0"
"897","No","4","3","3","2","3","47","Travel_Rarely","Research & Development","25","4","Male","2","Married","148520","3","19","8","3","27","3","5","1","0"
"898","No","3","3","3","3","3","39","Travel_Rarely","Sales","2","4","Male","1","Divorced","72640","0","17","8","0","11","5","10","0","7"
"899","No","1","3","3","3","3","40","Travel_Rarely","Research & Development","22","1","Male","1","Married","56660","1","14","8","1","18","2","18","14","12"
"900","No","3","3","3","3","3","35","Non-Travel","Research & Development","29","3","Female","2","Married","78230","1","13","8","1","15","3","14","2","9"
"901","No","3","3","2","4","3","37","Travel_Rarely","Research & Development","29","4","Male","1","Married","78800","3","12","8","1","9","2","4","0","2"
"902","No","1","3","1","3","3","39","Travel_Frequently","Research & Development","2","3","Female","2","Single","131940","0","11","8","0","10","2","9","3","8"
"903","No","4","4","3","2","3","45","Travel_Rarely","Research & Development","28","3","Female","2","Divorced","50670","1","11","8","2","10","3","10","3","9"
"904","No","4","3","4","3","3","38","Travel_Rarely","Research & Development","2","4","Female","3","Married","50790","3","11","8","0","10","3","5","0","2"
"905","Yes","4","1","3","3","3","35","Travel_Rarely","Research & Development","2","3","Male","3","Married","23210","9","12","8","1","15","0","13","6","0"
"906","No","2","2","1","3","3","37","Travel_Rarely","Research & Development","22","3","Female","2","Married","174440","1","14","8","0","8","4","8","7","7"
"907","No","3","4","2","2","3","40","Travel_Rarely","Research & Development","8","3","Female","2","Single","24040","6","17","8","0","18","2","4","3","3"
"908","No","1","4","3","2","3","44","Travel_Frequently","Sales","2","2","Male","1","Married","34520","4","11","8","1","14","2","10","0","2"
"909","No","3","4","3","3","3","48","Travel_Frequently","Sales","10","4","Female","3","Married","22700","2","14","8","3","23","2","2","2","2"
"910","Yes","NA","4","2","1","3","35","Travel_Rarely","Research & Development","9","3","Male","2","Divorced","173990","6","12","8","0","7","3","2","2","2"
"911","No","1","4","3","3","4","24","Travel_Frequently","Research & Development","15","3","Male","2","Single","54880","1","22","8","1","6","6","6","1","3"
"912","No","2","3","3","1","3","27","Travel_Rarely","Sales","10","4","Male","3","Married","194190","7","14","8","1","5","2","3","0","2"
"913","No","4","4","2","3","4","27","Travel_Frequently","Research & Development","7","3","Male","1","Single","28110","2","20","8","0","6","3","4","1","2"
"914","Yes","1","1","1","3","3","40","Travel_Rarely","Sales","16","4","Male","1","Single","36330","3","16","8","2","10","0","4","0","3"
"915","No","3","3","3","2","3","29","Travel_Rarely","Research & Development","20","1","Female","2","Single","41630","9","15","8","1","8","4","5","1","4"
"916","No","2","1","3","2","4","36","Travel_Rarely","Research & Development","23","3","Female","3","Married","21320","4","20","8","0","9","1","3","0","2"
"917","No","4","3","3","2","3","25","Travel_Frequently","Sales","5","1","Male","4","Divorced","139730","1","14","8","0","7","3","7","0","7"
"918","No","4","2","3","3","3","39","Travel_Rarely","Sales","10","3","Female","2","Married","26840","4","12","8","0","7","2","5","1","0"
"919","No","1","2","3","2","4","49","Travel_Rarely","Sales","4","2","Male","2","Married","108450","3","24","8","0","27","4","4","1","2"
"920","No","4","1","3","2","3","50","Travel_Rarely","Research & Development","2","2","Male","3","Divorced","43770","5","12","8","1","19","2","14","1","11"
"921","No","3","3","3","3","3","20","Travel_Rarely","Research & Development","18","4","Female","2","Single","37430","1","13","8","1","2","2","2","2","2"
"922","No","4","2","3","3","3","34","Travel_Rarely","Research & Development","10","3","Male","3","Divorced","41480","1","11","8","0","11","3","11","7","9"
"923","No","1","2","3","3","3","36","Travel_Rarely","Research & Development","1","3","Female","2","Single","10510","2","14","8","0","15","2","4","1","3"
"924","No","3","3","3","3","3","49","Travel_Rarely","Human Resources","6","2","Female","2","Married","107390","2","11","8","3","30","3","15","2","12"
"925","No","4","3","3","3","3","36","Non-Travel","Research & Development","8","4","Male","4","Married","103880","0","14","8","0","4","2","3","1","2"
"926","No","4","1","3","3","3","36","Travel_Rarely","Research & Development","2","2","Female","2","Divorced","114160","6","16","8","0","13","2","5","0","4"
"927","No","2","3","3","3","3","54","Travel_Rarely","Sales","24","3","Male","1","Married","26000","3","14","8","0","36","5","10","4","7"
"928","No","3","3","3","3","3","43","Travel_Rarely","Research & Development","2","4","Female","1","Married","24220","1","11","8","1","14","2","14","6","11"
"929","Yes","4","4","4","2","3","35","Travel_Frequently","Research & Development","17","4","Male","1","Single","54720","3","11","8","1","13","3","11","6","7"
"930","No","4","4","4","3","3","38","Travel_Frequently","Research & Development","19","2","Male","2","Married","24510","7","12","8","1","19","3","13","2","9"
"931","No","1","2","2","2","3","29","Travel_Rarely","Research & Development","1","2","Male","2","Divorced","42400","1","14","8","0","10","2","10","0","9"
"932","No","4","4","3","2","3","33","Travel_Rarely","Research & Development","7","3","Male","5","Divorced","109990","1","18","8","3","6","3","6","0","4"
"933","No","4","2","2","3","3","32","Travel_Rarely","Research & Development","5","4","Male","5","Divorced","50030","NA","13","8","0","10","5","9","1","6"
"934","No","1","4","3","2","3","31","Travel_Rarely","Research & Development","28","4","Female","2","Married","127420","1","11","8","0","10","4","10","0","2"
"935","No","4","1","2","2","3","49","Travel_Rarely","Research & Development","2","4","Male","1","Divorced","42270","4","18","8","0","17","3","2","2","2"
"936","No","4","2","3","3","3","38","Travel_Frequently","Sales","29","2","Female","1","Single","39170","1","15","8","3","4","2","4","3","3"
"937","No","2","2","3","2","4","47","Travel_Rarely","Research & Development","1","4","Male","3","Divorced","183030","6","22","8","1","29","2","3","1","2"
"938","No","3","3","3","1","3","49","Travel_Rarely","Research & Development","21","3","Male","2","Single","23800","4","13","8","0","23","3","8","0","0"
"939","No","4","3","3","4","3","41","Travel_Rarely","Research & Development","24","4","Female","4","Single","137260","3","12","8","0","21","6","2","0","2"
"940","No","4","1","3","3","3","20","Travel_Rarely","Research & Development","1","3","Male","1","Single","47770","1","18","8","1","2","3","2","0","2"
"941","No","3","4","3","2","3","33","Non-Travel","Research & Development","18","2","Female","2","Divorced","63850","1","13","8","0","7","6","6","1","2"
"942","No","1","3","2","3","3","36","Travel_Rarely","Research & Development","2","2","Male","3","Married","199730","6","12","8","0","10","2","3","0","2"
"943","No","3","4","3","2","3","44","Travel_Rarely","Research & Development","9","3","Female","3","Divorced","68610","4","12","8","0","8","2","2","2","2"
"944","Yes","4","3","3","3","3","23","Travel_Rarely","Human Resources","6","3","Female","3","Single","49690","1","12","8","0","5","3","5","1","2"
"945","No","4","3","2","3","3","38","Travel_Rarely","Research & Development","11","2","Male","1","Married","198450","7","11","8","1","7","3","0","0","0"
"946","No","2","4","3","3","3","53","Travel_Rarely","Research & Development","24","3","Male","4","Married","133200","3","11","8","0","11","2","4","1","2"
"947","Yes","4","3","3","1","3","48","Travel_Frequently","Sales","10","2","Male","1","Married","63470","2","12","8","1","19","3","9","7","7"
"948","Yes","4","2","3","3","3","32","Travel_Rarely","Sales","1","3","Male","2","Single","27430","1","19","8","1","1","2","1","0","0"
"949","No","4","4","3","3","4","26","Non-Travel","Research & Development","18","2","Male","1","Single","108800","1","23","8","1","7","5","7","5","7"
"950","No","1","2","3","3","3","55","Travel_Rarely","Research & Development","23","1","Male","5","Divorced","23420","5","11","8","2","8","2","4","1","2"
"951","No","2","4","4","1","3","34","Travel_Rarely","Sales","28","3","Female","2","Married","176500","1","19","8","1","15","6","15","4","13"
"952","No","3","4","4","2","3","60","Travel_Rarely","Sales","17","4","Male","1","Divorced","40250","3","13","8","1","19","5","1","0","0"
"953","No","2","2","3","3","3","33","Travel_Rarely","Sales","3","3","Male","3","Married","97250","1","11","8","0","14","0","14","2","13"
"954","No","3","4","2","3","3","37","Travel_Frequently","Research & Development","13","3","Male","1","Divorced","119040","1","12","8","1","6","4","6","1","3"
"955","No","2","4","3","3","3","34","Travel_Rarely","Research & Development","7","2","Male","1","Married","21770","1","13","8","0","10","5","10","8","7"
"956","Yes","3","4","3","3","3","23","Travel_Rarely","Research & Development","12","2","Male","2","Divorced","75250","1","14","8","2","3","2","3","0","2"
"957","No","3","4","3","4","3","44","Travel_Rarely","Human Resources","1","3","Male","1","Married","48340","1","14","8","0","9","1","8","6","7"
"958","No","1","4","4","3","3","35","Travel_Frequently","Research & Development","13","3","Male","3","Single","20420","0","16","8","0","6","2","5","1","4"
"959","No","4","4","3","1","3","43","Travel_Rarely","Research & Development","25","4","Male","2","Married","22200","1","11","8","0","10","2","10","8","8"
